사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
Apr-23,안산선,1761,정왕,220,6,"7,435","1,219","11,605","12,302","21,223","25,022","19,657","36,763","14,666","28,059","13,159","18,562","13,919","14,118","15,146","14,162","15,483","14,806","13,896","13,476","18,874","13,802","26,699","13,456","34,125","20,309","34,856","24,376","17,231","18,154","13,033","14,558","10,363","12,710","5,985","10,151","2,174","7,154",106,"2,093",0,3,0,0,0,0,2023-05-03 10:27
Apr-23,안산선,1762,오이도,240,1,"6,222",503,"16,572","6,872","33,363","12,246","27,887","13,957","17,941","8,640","13,911","9,104","13,031","11,442","13,045","12,041","11,588","11,479","10,976","12,513","12,875","15,142","15,768","17,173","18,354","21,366","17,791","29,008","10,113","23,592","8,090","16,347","6,974","12,960","4,319","11,808","1,472","8,232",26,"3,783",0,3,0,0,0,0,2023-05-03 10:27
Apr-23,안산선,1763,수리산,6,0,"3,482",579,"9,007","1,933","18,368","4,752","18,415","7,870","10,165","8,314","8,424","16,509","9,210","13,141","11,053","9,335","10,998","9,162","11,152","9,109","12,781","8,744","11,553","8,237","8,678","8,950","7,114","13,507","3,700","10,341","2,533","6,913","1,913","5,751","1,100","5,190",505,"3,280",63,989,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1450,선바위,1,1,947,"1,183","6,223","10,204","16,901","20,679","18,874","26,400","14,683","16,409","11,508","9,056","10,382","8,768","11,576","9,529","11,615","8,977","11,853","8,377","12,666","9,090","16,445","10,854","25,089","12,854","32,406","16,764","14,707","13,224","9,842","9,013","7,582","8,298","4,089","7,300","1,282","4,403",100,823,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1451,경마공원,0,0,314,474,"1,087","2,930","2,220","4,429","2,553","13,782","2,306","40,057","2,551","47,286","2,903","25,009","4,712","23,643","5,990","20,580","9,557","14,308","15,440","9,161","26,084","6,020","41,685","3,542","80,110","3,919","14,189","2,484","3,986","1,406","1,682","1,211",379,964,155,555,21,127,0,1,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1452,대공원,5,0,85,300,327,"4,108",721,"5,109","1,198","19,657","1,771","29,206","2,699","33,468","6,527","23,287","12,560","20,106","15,674","20,920","19,663","17,843","25,321","11,507","29,324","7,175","29,575","4,367","23,620","3,236","9,462","1,619","7,110",929,"5,749",616,"7,000",451,390,254,33,41,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1453,과천,2,0,"2,727",368,"10,231","2,042","29,213","5,137","26,265","9,391","17,355","5,695","13,513","5,383","11,786","5,378","12,064","6,612","11,280","7,221","9,829","8,507","10,019","9,871","10,461","12,655","9,995","15,506","9,247","23,829","5,209","20,174","3,445","12,456","2,434","12,535","1,740","12,264",718,"6,980",75,"1,356",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1454,정부과천청사,7,0,"2,039",869,"7,636","13,025","20,914","26,756","19,388","74,999","14,721","19,056","12,995","11,437","12,962","10,456","14,198","11,355","14,591","12,348","15,174","12,445","16,777","12,491","23,884","14,370","33,808","18,420","53,188","24,309","15,065","19,149","12,778","11,365","11,387","10,291","6,375","9,141","1,865","5,129",181,"1,200",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1455,인덕원,116,4,"8,185","4,395","29,435","17,429","79,754","41,171","71,012","100,540","47,973","40,637","38,385","23,263","32,973","21,986","35,203","22,032","34,583","27,369","30,171","27,212","33,737","31,870","44,142","37,855","61,219","55,468","81,790","82,483","32,095","69,872","25,543","39,880","24,825","37,031","16,126","34,530","5,844","21,321",519,"6,042",1,0,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1456,평촌,82,4,"4,401","3,326","21,506","10,855","61,064","34,137","47,686","86,459","28,415","30,741","22,485","17,290","20,455","13,047","21,760","15,524","19,956","19,340","19,231","16,835","22,175","18,433","27,031","24,509","45,005","31,572","62,005","46,647","24,759","43,667","18,205","23,781","17,249","20,203","13,332","17,935","4,407","10,639",446,"3,401",0,2,0,0,0,0,2023-05-03 10:27
Apr-23,과천선,1457,범계,81,2,"8,062","3,494","34,773","12,180","93,945","24,578","79,103","60,493","47,910","43,272","38,121","31,286","36,098","28,457","40,062","31,895","38,480","38,674","36,431","37,340","39,296","42,204","43,863","51,706","50,892","68,175","59,818","98,001","37,875","84,751","39,007","42,301","30,313","36,783","26,099","33,899","10,603","18,661",982,"6,054",0,1,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1023,선릉,42,2,"1,166","1,349","2,672","10,604","5,505","44,568","7,197","134,686","6,485","89,054","7,491","40,133","9,373","24,232","11,366","21,527","12,676","22,819","14,356","18,531","18,097","16,157","25,949","18,639","48,078","22,274","77,514","25,154","34,932","15,424","22,053","7,979","20,055","6,717","16,691","6,013","5,034","3,591",284,722,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1024,한티,33,2,"2,453","1,432","7,742","9,440","23,593","29,484","29,765","48,004","20,324","40,952","16,318","26,241","18,083","20,244","21,052","23,809","21,534","30,489","21,406","22,930","23,310","24,183","29,033","31,166","42,781","37,397","44,883","37,460","28,093","27,175","31,184","15,996","25,182","14,415","29,174","12,921","4,701","7,246",216,480,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1025,도곡,64,2,"1,588","1,189","4,556","7,420","10,455","15,229","15,465","23,735","12,146","17,726","10,567","9,286","10,295","9,284","10,739","8,876","11,897","10,076","12,231","10,137","15,013","10,268","18,062","11,241","21,660","12,371","22,242","14,875","11,881","11,899","8,721","8,054","6,778","6,969","4,867","6,537","1,246","3,768",67,382,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1026,구룡,4,0,541,"1,013","1,680","8,606","4,230","10,852","6,562","6,345","5,348","2,754","4,733","2,592","3,790","1,946","3,843","2,294","3,246","2,437","3,272","2,677","4,392","3,027","11,041","3,487","7,438","3,927","5,254","4,924","2,660","4,139","1,687","2,463","2,469","2,239",850,"2,444",256,"1,625",9,59,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1027,개포동,10,0,"1,049",542,"4,360","3,435","12,365","7,251","13,860","10,388","8,873","8,229","7,346","7,346","6,503","5,686","8,801","6,572","7,143","8,162","7,110","7,746","8,128","7,971","11,319","8,768","9,863","10,694","9,275","13,574","5,845","11,163","4,759","6,990","4,854","6,409","4,396","6,274","1,599","4,037",45,132,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1028,대모산입구,14,1,"2,108",746,"6,473","2,757","21,100","6,314","22,106","11,177","13,904","6,007","9,487","4,544","8,726","4,931","8,268","5,866","7,798","6,728","6,693","6,511","7,441","8,382","9,405","9,294","9,858","12,137","10,302","15,977","5,084","13,864","3,138","8,820","2,644","8,127","1,749","8,355",613,"5,108",11,225,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1030,수서,34,4,"3,546","4,135","7,210","15,654","26,683","29,490","41,434","46,465","27,852","27,605","26,438","19,721","20,620","16,366","25,041","20,742","22,655","19,722","16,273","19,464","25,978","22,665","29,643","27,299","36,308","34,204","43,520","43,816","19,700","31,702","20,464","20,984","14,603","18,891","15,855","16,770","7,707","6,656",67,966,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1031,복정,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,4,0,3,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1846,수원,604,2,"4,957",844,"9,827","4,603","24,871","9,833","24,898","14,980","13,040","12,999","9,321","9,594","9,693","10,507","10,139","11,794","10,716","12,132","10,941","11,606","13,424","11,742","15,743","14,052","18,097","21,327","20,351","27,287","15,522","19,017","15,083","10,460","13,709","8,217","12,097","6,464","4,754","4,092",98,757,0,1,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1847,서울숲,161,1,"2,442",641,"4,892","5,733","12,707","24,249","22,232","47,635","15,436","39,330","9,920","32,970","12,476","34,184","15,863","34,212","20,060","40,314","25,654","41,486","34,657","39,518","43,654","34,273","59,981","29,720","66,144","32,264","41,362","19,656","27,397","10,191","22,855","7,983","13,403","7,629","3,875","3,861",121,954,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1848,압구정로데오,187,1,"2,905",890,"4,316","11,826","5,872","26,513","8,877","77,877","8,685","105,801","9,901","57,715","15,962","44,444","19,659","38,319","24,297","38,848","30,486","34,871","39,244","34,067","48,879","35,760","66,360","42,963","91,907","48,829","69,674","28,857","56,483","14,633","43,003","9,812","32,235","8,241","12,603","5,453",550,"1,036",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1849,강남구청,49,0,"1,378",655,"2,914","5,364","7,835","15,605","10,658","54,675","8,852","43,962","8,720","20,160","9,741","15,464","10,868","15,096","12,567","16,332","14,028","14,188","15,710","14,350","19,042","15,243","28,796","17,724","48,798","20,809","25,652","13,302","14,715","7,601","13,432","6,180","9,689","5,986","3,335","3,682",88,728,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1850,선정릉,11,0,"1,043","1,081","2,268","4,946","5,152","13,047","7,743","49,853","6,639","40,469","6,085","17,133","7,459","10,115","8,941","8,924","9,650","9,450","11,210","8,616","11,374","7,763","13,800","7,987","26,213","9,331","42,924","10,602","21,789","6,588","11,323","4,278","9,311","4,022","6,507","3,892","2,191","2,402",94,514,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1851,가천대,30,0,"4,816",866,"7,741","3,991","19,278","7,491","25,742","40,367","16,329","42,340","13,584","34,394","15,411","13,995","22,706","27,087","18,166","17,551","23,974","16,965","28,165","13,428","33,860","14,308","37,954","17,695","21,467","25,005","14,555","19,990","11,219","15,459","10,061","16,345","9,454","15,720","5,116","10,993",131,"1,128",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1852,태평,211,14,"14,680","1,690","20,930","5,347","42,752","8,643","61,971","18,001","42,525","12,872","24,885","12,107","20,182","13,805","21,516","15,024","20,346","15,711","18,458","18,083","17,451","24,479","18,707","29,318","20,321","35,916","18,632","46,991","11,734","35,862","8,942","25,937","6,719","27,348","4,960","22,155","2,051","12,311",83,"1,238",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1853,모란,279,10,"14,860","3,166","22,346","11,910","54,266","23,723","67,291","36,746","49,996","31,543","34,187","29,533","31,944","32,402","36,388","34,910","35,644","34,472","34,385","35,760","35,959","41,929","40,830","44,615","41,763","47,880","41,860","64,261","24,747","48,245","18,055","35,345","15,629","31,587","12,531","27,156","6,285","16,594",328,"1,715",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1854,야탑,160,5,"7,433","3,335","20,491","16,188","55,828","43,059","63,037","99,053","45,302","55,266","36,516","37,683","35,756","32,482","38,259","37,245","37,668","40,612","37,862","37,162","42,664","42,234","50,025","45,879","65,376","58,074","86,315","73,727","41,353","56,526","31,702","37,439","28,037","28,974","19,236","28,892","7,460","16,667",315,"2,459",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1855,서현,292,9,"4,904","2,980","13,398","12,453","38,009","34,502","42,459","84,294","31,468","68,907","27,938","40,691","28,625","33,768","32,676","35,885","33,807","37,775","36,235","38,878","43,011","36,396","48,265","43,991","63,312","50,342","88,456","62,938","48,339","46,954","46,392","29,005","38,120","22,576","27,965","19,306","11,746","10,913",602,"1,772",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1856,수내,143,0,"2,982","1,977","7,774","8,371","19,563","25,590","25,808","61,265","17,851","43,475","14,493","24,452","15,380","17,923","17,876","18,484","19,375","18,896","21,189","18,953","23,871","18,877","26,058","20,497","40,736","24,626","56,452","29,526","30,506","23,016","27,203","13,817","19,488","12,060","14,975","11,012","4,239","5,891",243,"1,170",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1857,정자,348,1,"3,621","1,220","11,828","12,932","31,955","42,631","36,368","77,549","27,868","47,145","21,403","24,577","20,726","19,606","22,589","19,297","22,716","22,310","22,469","20,152","27,099","22,531","29,719","27,167","53,012","39,988","66,457","50,591","35,667","39,592","29,168","24,897","31,326","21,965","26,306","20,282","10,751","11,894","1,098","3,141",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1858,미금,633,3,"3,451",664,"11,728","11,564","27,339","20,925","32,519","45,140","24,642","34,773","23,900","22,555","24,381","21,599","24,851","23,314","25,614","25,381","25,922","24,706","30,691","24,778","30,451","28,760","36,300","33,253","37,788","42,516","21,161","32,301","17,836","22,301","17,776","18,476","13,197","17,334","4,202","9,829",261,"2,518",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1859,오리,804,1,"3,965",572,"14,456","7,723","29,939","14,912","33,367","34,633","22,172","17,305","17,967","10,843","16,612","11,019","17,300","12,464","16,604","11,939","15,859","12,229","17,151","13,393","18,779","15,241","26,926","18,103","32,685","24,221","14,056","21,611","10,276","13,770","9,163","11,963","6,330","11,082","2,350","6,868",97,"1,842",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1860,이매,37,0,"2,449",900,"6,459","4,542","16,118","12,239","16,625","16,711","12,260","8,673","10,412","7,414","9,746","6,375","9,877","7,456","9,159","8,352","8,471","7,719","10,382","8,808","15,602","11,048","13,342","13,185","14,703","16,278","7,561","13,458","5,576","8,560","6,869","7,526","4,859","8,193","1,196","4,525",51,934,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1861,보정,65,1,"1,080",85,"3,765","1,562","9,651","3,038","10,586","7,385","7,297","2,294","5,803","1,823","4,772","2,071","4,218","2,469","3,869","2,591","3,454","3,123","3,940","3,986","4,435","4,987","5,799","6,284","4,033","7,113","1,861","6,692","1,558","4,267","1,313","3,920","1,103","4,199",441,"2,631",2,156,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1862,죽전,"1,371",6,"5,404",944,"16,398","7,821","44,386","17,717","40,192","32,199","25,579","29,086","19,705","23,255","18,679","20,644","19,803","21,397","20,376","21,367","20,504","22,078","22,725","23,943","27,405","27,840","32,572","35,076","35,062","48,603","23,323","41,295","26,544","26,051","14,135","22,339","10,074","21,101","3,223","15,237",7,"8,436",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1863,구성,134,1,"2,654",393,"8,503","2,349","22,320","4,745","23,058","8,250","14,302","3,755","10,578","3,761","8,720","4,423","7,711","5,015","6,877","5,411","6,159","6,449","6,271","8,294","6,722","10,096","8,079","16,057","7,055","20,829","3,643","19,248","2,676","11,999","2,335","9,377","1,810","10,251",561,"5,976",15,478,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1864,신갈,72,1,"2,816",236,"9,540","1,280","20,828","2,533","21,087","6,850","12,538","3,883","9,072","3,533","7,657","4,123","7,175","5,326","6,704","5,689","5,924","6,452","6,149","7,643","6,934","8,345","6,288","12,668","5,236","18,098","2,637","15,452","2,025","10,294","1,863","7,989","1,331","9,183",511,"5,271",7,340,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1865,기흥,211,11,"5,638",934,"15,311","4,752","38,528","13,376","39,355","29,836","21,186","13,405","14,983","10,965","14,883","12,317","14,207","9,991","14,138","12,528","14,331","11,621","14,038","13,030","17,613","15,769","23,959","23,367","24,965","35,420","13,954","30,172","9,914","18,135","8,921","15,481","7,137","15,951","2,656","10,255",74,"1,020",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1866,상갈,62,0,"3,253",549,"8,882","2,963","21,532","6,897","22,853","10,215","14,168","6,024","9,757","4,807","8,698","4,890","7,924","5,310","7,412","7,128","6,580","6,667","7,179","7,848","8,278","11,098","10,575","14,422","11,114","17,837","6,316","15,561","4,317","10,933","3,737","10,537","2,127","9,513",685,"5,737",3,798,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1867,청명,18,0,"2,601",913,"7,777","2,508","19,461","5,854","19,491","10,265","9,815","4,085","6,391","3,839","5,909","3,628","5,817","4,459","5,565","4,509","4,883","5,371","5,855","6,197","6,963","7,341","7,894","11,427","9,677","15,616","4,309","12,968","3,043","8,415","2,427","7,625","2,233","6,975",744,"4,380",16,431,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1868,영통,75,2,"2,640","1,484","8,166","4,045","18,882","10,791","21,342","26,943","11,733","18,726","10,015","13,225","10,798","12,554","13,181","13,549","13,445","14,980","13,486","13,900","15,222","13,558","19,428","15,054","23,731","23,855","27,296","27,477","15,420","20,608","13,435","12,954","14,885","11,873","14,867","11,479","5,659","7,133",151,614,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1869,망포,77,4,"5,512","2,662","23,678","8,755","59,984","24,719","56,642","41,654","27,975","17,575","18,969","9,840","17,461","10,516","17,996","12,592","16,124","14,097","14,941","13,260","16,122","18,250","20,573","23,661","34,042","33,923","43,585","51,313","22,141","49,148","16,440","30,179","14,450","24,311","11,234","21,907","4,117","14,239",130,"1,224",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1870,매탄권선,65,0,"3,976",689,"10,233","2,844","23,748","5,014","22,316","14,314","12,248","5,296","8,100","3,381","7,272","3,655","7,400","4,785","6,533","5,375","5,838","5,002","6,936","7,298","8,583","9,514","10,970","13,824","9,523","21,721","5,124","16,428","3,886","10,542","3,494","9,076","2,883","9,415",878,"5,704",42,728,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1871,수원시청,198,4,"5,956","1,787","12,795","7,589","31,716","18,177","33,551","49,734","16,447","31,692","13,445","18,493","15,539","15,836","18,107","19,543","17,536","20,584","17,703","15,704","21,635","17,760","27,843","21,631","30,955","34,728","41,081","49,803","22,041","37,440","19,016","24,238","21,035","16,854","17,048","16,227","6,854","9,903",250,"1,394",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,분당선,1872,매교,360,5,"4,125",646,"9,232","2,162","20,296","4,793","20,584","14,164","9,689","4,807","6,349","3,622","5,996","4,330","6,327","5,367","5,401","5,290","5,010","5,513","6,045","6,207","8,047","8,319","11,282","13,683","7,686","18,118","4,126","13,270","3,195","8,874","2,703","7,151","2,573","6,838",636,"3,911",23,550,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,일산선,1948,원흥,202,7,"7,214",610,"18,382","4,180","48,830","6,551","51,161","16,950","29,265","11,002","21,091","8,326","17,989","9,092","18,330","11,021","16,771","12,568","14,276","13,693","13,378","17,243","14,340","20,629","16,170","28,913","18,682","39,856","9,629","39,672","7,304","23,451","6,489","21,393","5,148","19,523","2,305","12,213",289,"2,691",0,0,0,0,0,0,2023-05-03 10:27
Apr-23,일산선,1949,지축,0,0,0,0,0,0,4,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2023-05-03 10:27
Apr-23,일산선,1950,삼송,658,20,"8,635","1,476","32,459","6,951","81,907","16,778","79,987","29,831","43,997","19,953","32,076","17,826","28,426","17,843","29,024","22,661","27,254","24,633","23,722","25,014","24,444","30,467","29,403","35,770","31,301","48,363","33,196","69,936","19,155","63,001","14,491","36,765","12,977","36,359","12,513","28,633","3,248","15,159",486,"3,096",0,0,0,0,0,0,2023-05-03 10:27
